1812	181	59	157804 159341 159816 159841 160103
115664	793	236	162294 162534
122898	1203	162	161835 161897 162153 162174 162257 162286 162294 162334 162349 162516
131656	399	109	157388 159511 159806
135216	132	38	154484 156090 162235
148881	369	93	160256 161353 161841 162047 162271
168418	715	130	161222 161460 161942
179133	361	48	159543 159745 159825 160256 160513 161082 161542 161560 162193 162286
183833	114	10	151732 152357 153242 155778 156081 156480 161919
184399	541	17	159093 159508 159709 159801 160141 160243 160256 161309 161835 161897 162271 162400 162516
192385	1037	9	72210 72265 72315 72356 72360 72729 72744 73396 73514 73522 73824 74196 74571 74608 74728 74859 74954 75042 75053 75179 75812 76223 76356 76359 76379 76679 77264 77271 77383 77428 77783 77828 77911 78015 78234 78273 78281 78334 78438 78507 78530 78554 78831 78852 79019 79182 79381 79382 79435 79709 79793 79891 80023 80201 80221 80243 80331 80446 80475 80480 80755 80915 81287 81942 82312 82635 82918 83283 83459 83780 84018 84216 84290 84407 84424 84440 84639 85050 85513 85525 85605 85757 85805 86238 86339 86462 86604 86745 86818 86953 87116 87158 87301 87421 87441 87639 88038 88083 88404 88469 88705 89307 90128 90234 90261 90441 90684 91338 91472 91633 91681 91771 91785 91883 91951 91964 92041 92042 92046 92064 92162 92182 92443 92536 92732 93096 93253 93424 93494 93660 93755 94026 94239 94334 94350 94468 94572 94652 94835 94862 95080 95133 95331 95581 95998 96350 96508 96935 97020 97234 97279 97341 97462 97659 97673 97896 98067 98443 98662 98726 98856 99043 99111 99302 99477 99481 99801 99843 99906 100042 100046 100536 100544 100735 100748 100766 100955 101045 101092 101096 101335 101526 101681 101729 102199 102231 102232 102264 102266 102329 102392 102478 103126 103175 103199 103232 103304 103338 103856 104314 104417 104427 104452 104554 104908 104992 105066 105162 105424 106195 106319 106459 106472 106498 106582 107151 107290 107380 107643 107650 107694 107857 107940 108118 108159 108614 108668 108723 108737 108818 109002 109110 109284 109696 109705 109731 109864 110006 110103 110149 110309 110390 110466 110481 110622 110835 111003 111009 111038 111065 111125 111155 111396 111581 111631 111651 112006 112321 112441 112461 112760 112824 112952 112989 113245 113752 113800 113817 113861 114073 114189 114449 114642 114713 114833 115469 115632 115864 116113 116163 116275 116346 116372 116427 116464 116783 116901 117221 117232 117599 117909 117949 118584 118645 118719 118787 119248 119302 119934 120092 120413 120500 120513 120643 120756 120793 120807 120829 121329 121419 121477 121621 121637 121888 121961 122029 122231 122803 122877 122968 123131 123326 123513 123540 123579 123737 123753 124019 124093 124327 124561 124638 124820 124821 124862 124974 124999 125131 125240 125400 125503 125565 125711 125792 125804 125809 126153 126363 126477 126524 126561 126588 126620 126630 126662 126970 127363 127741 128087 128484 129005 129007 129189 129436 129543 129879 130155 130333 130340 130591 130646 130706 130740 130944 130961 131002 131116 131274 131343 131347 131429 131647 131691 132099 132261 132268 132358 132427 132596 132753 132770 133400 133429 133489 133685 133693 133942 134045 134608 134795 134916 135037 135375 135493 135837 136076 136141 136225 136242 136695 136738 136901 136955 136998 137293 137364 137652 137676 137713 138037 138245 138366 138749 138990 139015 139091 139109 139140 139172 139185 139567 139785 139849 140241 140345 140823 140885 141247 141306 141453 141557 141625 141877 141931 142013 142257 142367 142463 142533 142682 142734 142945 143000 143049 143055 143095 143226 143626 143865 143985 144229 144248 144301 144322 144512 144553 144861 144980 145139 145307 145551 145866 146042 146103 146142 146475 146609 146708 146729 146762 147049 147316 147353 147408 147709 147968 148002 148090 148122 148146 148327 148357 148395 148510 148846 149265 149329 149493 149626 149663 149775 149873 149890 149968 149972 150055 150342 150361 150487 151009 151057 151171 151732 151849 152479 152604 152665 152746 152912 153048 153059 153072 153154 153276 153478 153670 153786 153853 153955 153983 154120 154226 154366 154515 154658 155025 155057 155083 155239 155299 155308 155316 155514 156062 156081 156247 156331 156480 156523 156697 156781 156844 157490 157538 157719 157743 157804 157848 157890 157989 158028 158109 158205 158351 158740 158934 158983 159241 159508 159858 160030 160179 160851 161251 161342 161841 161897 161997 162257 162271 162386
115	32	15	150005 155206
1351	324	123	160363 160387 162145
100238	24	7	147649 161223 162047
100328	7	4	72315 93615 114642
101281	123	38	161342 162498
101498	204	64	160256 160276 160809 162047
105769	244	83	160276 161009 162067 162235 162271
106059	9	4	126599 135518 150005
108078	105	28	159543 160170
108342	14	6	103232 105920 151821
108647	37	13	138152 143000 149001
108780	158	47	158384 159466
108811	20	5	99150 102108 114642 128812 134954 136852 144509 146525 150805
108864	25	8	146525 162047
109470	11	5	128812 146525
109858	7	4	42496 72315 150005
109963	15	5	133400 133681 138152 148457 154020 162271
110273	36	10	154484 157501 159380
112460	119	40	156372 161047 161082
117849	43	13	157975 161157
127256	9	5	146992 161223
130066	12	5	130229 152445
130504	11	4	77713 103232 114153 162047
134023	19	5	109337 115211 121637 123952 127668 144711 156183 158050 162271
136926	32	12	146708 149183
110591	840	251	162334 162394 162467
115680	681	197	162102 162235 162516
2036	935	342	161826 161912
103655	704	227	161675 161888 161928
114795	1193	349	160477 161650 162257 162426
129779	127	40	157246 160858
130576	691	152	161091 161350 162055 162235
136445	114	33	161841 162083
140265	157	45	161113 162055 162083
142222	560	122	161113 161544
144620	510	127	160243 160747 161046 161242 161640 162047 162334
151695	115	29	157975 158351 158931
152083	452	76	159801 161047 161082 161431 161544 162235 162516
155288	595	140	161406 161423 161544
157699	1171	266	162067 162174 162426
158872	1432	277	162286 162294 162358 162516
162350	1210	254	161148 161286 161431 161675 162334
162594	219	46	158904 160880
162600	1451	285	162286 162294 162305
1545	526	184	162047 162306 162475
110295	138	44	161460 162257
117851	836	211	162058 162081 162467
108983	452	126	162067 162193
113225	565	159	161087 161089 161342 162047 162271 162467
117444	1051	298	162286 162516
140036	13	4	72315 75571 94660 121592 158109
140038	44	16	147174 148506 149329
146006	31	7	156964 158109 160295 161928
158813	879	176	162125 162193 162235 162294 162311
161580	726	161	159048 159318 159451 160540 160579 160880 161087 161841 162055 162271
162590	399	82	160243 160395 160579 160831 161046 161251 161342 162029
168366	1711	308	162102 162193 162286 162294 162334 162424
2205	512	189	162508 162512
2293	73	21	151662 152746
1495	567	219	161826 162218
1497	585	220	162495 162516
136562	1143	283	161894 162047 162257 162271
142382	19	7	134681 135672 141059 143948 147369 156975
145839	470	112	161675 162055
117887	807	247	161790 161841 161907 161928 162296
136786	15	6	123159 134534 137224
139415	393	98	161743 161841 162047 162271
113829	556	171	160141 160574 160747 160809 162271
115969	62	19	151683 152224 153572 154515 155308 155680 157848 161729
126430	521	146	161544 162334 162482
134783	304	70	151868 152431 153276 154163 154234 154397 154513 155778 156048 156346 156486 156844 156948 158142 158894 162074 162334
142999	127	37	159709 160007
143990	49	15	158199 158811
144482	439	119	159709 159927 160867 161091 161477
145064	72	20	157501 157975 160867
152017	1075	250	161997 162193 162256 162294 162482
152284	70	20	161082 161841
157318	355	80	161113 162193 162386
166918	539	103	157538 157804 158109 158775 159346 161046
167570	219	34	157743 161544
167832	496	87	162174 162516
168608	233	30	132253 132657 133693 134857 135493 136141 137760 139172 139588 140009 141060 141535 141653 142226 142257 142734 142781 143000 143055 144980 146144 146755 148122 148146 148378 148490 149890 150342 151289 151747 152128 152137 152807 152866 153675 153786 154515 154809 155083 155482 156081 157676 157975 158600 158638
169760	83	16	156090 156480 157467 158109 158638 160256 162257
170705	1342	247	162482 162516
170745	185	40	157501 157804 158109 159457 159517 159597 160895
172017	20	6	113817 127512 128425 151868 158109
172661	15	6	138738 148173
176355	185	23	158666 158906 159457 162016
179817	977	100	162286 162334 162534
180297	895	101	160858 161232 161477 161540 161919 162193 162271 162334
187611	48	4	158727 159457 159557 161405
114342	369	114	162067 162386
156387	987	228	161389 161561 161930 162193 162256 162271
164949	296	77	160256 160805
165527	157	35	156781 157767 162067 162305
170729	221	28	157975 158740 159457 159858 159943 160795
112868	562	165	161091 161350 161561 162047
114925	97	29	159517 159557
131023	78	24	139005 145551 149704
139052	148	45	162334 162467
140525	150	42	159508 161743
140713	285	71	159517 161251 162334 162482
162348	33	8	143049 154277 155163 156480 157975 158109
163985	419	88	159093 159602 159639 159806 159902 159927 161089 161091 161406 161477 162257
175485	383	47	158666 158876 159048 159597 160477 160793 161091 162334 162358
184119	42	6	156480 156523
191799	185	5	126970 127446 127451 129437 130080 131059 131347 131429 133068 134630 137652 137760 138804 139146 139588 141168 142567 142682 143337 144115 144229 144341 148091 148789 149873 152439 154259 154515 155102 157484 157567 157804 158109 160538 161288 161560 162257
143365	574	80	160024 160109 160473 161544
147264	9	4	147174 150655
162596	99	24	157975 159557 160473
174859	51	11	148122 151849 154397 156183 159517 162271
184997	514	34	158948 159408 159508 160141 160243 160256 160426 161997 162147 162193
138210	796	182	162124 162305 162334
2066	956	367	162271 162322
1445	1056	375	162387 162529
1928	137	46	160407 160688
2099	1206	383	162072 162093
2202	1350	466	162271 162476
189	293	67	160590 161112
228	411	125	162387 162516
1508	165	54	159753 160363 160387 161553
1910	253	71	161103 161155
129	152	47	159235 159759 160238 160286 161285 161925
1153	123	47	162047 162145
2207	128	49	161826 162322
2210	469	169	161437 162322
1660	1045	338	162093 162170 162306
2158	170	62	161726 161799 161807
2181	979	366	162271 162416 162476
100509	66	20	162047 162271
102602	124	39	161082 161841 161928
103534	67	19	147174 148131 153978 154515 155163 158109 160867
107410	127	39	158109 160295 161841 161928
109850	621	197	161797 162257
116411	175	55	161405 161725 162047
116720	19	6	150836 151334 153978 154259 155680
118085	68	13	160295 161082 161928
118166	82	23	161113 161928
118302	82	20	156360 156838 157045 157085 158109 160295 161928
119065	70	23	158276 159826 160809
120478	180	53	157975 158983 161841
120625	199	49	158638 159380 159943 160867 161091 161113
122789	18	5	147174 153978 155163 157045 158109
123294	24	6	147677 152928 157085 158109 161928
125211	16	4	152928 157085 161087
125926	90	27	162047 162067
126008	49	11	154515 155163 158109 162047
127987	9	4	158109 160295
130976	79	22	152928 153517 153978 154259 158109 161082
130978	121	38	161675 161928
133361	32	9	156964 157045 158109 160295 161082 161928
133712	223	54	161087 161113 161841 161928
133716	78	22	160024 160295 161082 161928
133741	20	6	152928 158109 161928
134041	80	20	156838 157085 157388 158109 160295 161113 161675 161928
134045	13	5	149329 152928 156964 157085 161928
134073	13	5	156183 157085 161082 161087
134077	11	6	152928 156360
134083	37	7	149310 149329 152928 153978 155146 157085 160867 161928
134087	15	4	106822 124818 127668 132644 143415 146898 157085
134089	11	5	135566 145690 154098 154515
134095	31	9	156838 161082
134252	110	27	156838 156964 157085 157388 158109 160295 161082 161841 161928
134621	33	8	156838 156964 157388 160024 161087
135484	11	5	75309 107635
136016	950	215	162058 162467
136247	85	24	152923 154485 154785 159826
136249	27	9	126524 129375 144398 145098 145442
136331	28	7	151128 156372
136337	62	23	158371 158580
136343	37	16	146592 151128 161286
136351	28	12	145014 150199
138208	751	183	160867 161351 161776 161888 162047 162271
138835	107	28	161675 161841
140341	107	34	157095 158371 162067
140942	49	14	157019 157045 158109
140944	17	7	151128 155163
141810	51	13	150229 152928 155146 157045 157085 158109
141812	47	10	149329 152928 155146 157045 157085 158109 160295 161928
141816	90	17	160024 160295 161675 161928
141818	118	24	161087 161113 161841 161928
141826	68	14	152928 154515 155146 157045 157085 158109 160295 161087 161928
141830	74	16	158794 160024 161087 161928
141836	40	13	160024 160295
141844	138	39	160024 160295 160809 161928
141874	38	9	157388 161928
142020	30	10	156781 157501 158109
145994	76	18	150229 150836 152928 156360 156964 157045 157085 157388 158109 160295 161928
146002	69	21	158367 160295 161928
146018	25	7	157045 157388 158109 160295 161928
146024	69	21	158109 160295 161928
146038	12	5	142793 159014 161928
146048	27	7	152928 157045 157085 158109 159014 160295 161928
146327	127	33	161082 161113 161675 161928
146684	41	11	146708 151128 158109 159796 160295 162067
147144	9	5	128192 161544
147186	22	6	158794 160024
147188	29	9	160024 161928
147196	73	15	158367 160024 160295 161223 161928
147206	26	7	152303 157045 158109
147212	26	4	160024 160295 161928
147240	20	6	158109 160024 161087 161928
147246	46	10	157388 160024
147260	31	9	160024 160867
147290	57	13	157388 160295 161087
147300	109	20	161675 161841 161928
147330	158	36	161675 161841 161928
147336	14	5	91163 100766 133607 135566 152928 154515 158109
148062	14	5	147174 156964 158109
148367	39	10	150655 151726 158894 162047
148789	20	6	147174 152928 161087
151455	527	113	161350 161544 161640
151703	27	7	135672 142226 144270 154515 155163 162047
151769	99	21	160024 160295 161928
152457	17	6	123527 144322 146106 153300 162047
153648	14	5	133607 152928
153758	19	7	152697 162047
154678	12	6	160024 161087
158003	37	8	158109 160295
158402	54	12	156781 157490
158538	21	7	154515 155163 158109
159811	103	26	160024 160295 161091 161841 162286
159819	224	60	156062 156331 158483 158945 159760 161176
160573	296	60	156113 156480 156736 157975 158109 159455
160848	254	57	159198 160858 161091 161353
161292	16	6	146708 154515 158109
162598	850	180	161406 162067 162256 162305 162516
163072	163	31	161675 162286
163112	117	29	161675 162286
163386	108	24	160024 160295 161087
163925	46	9	156360 158109
163995	13	5	160024 161087
164175	470	85	158782 160970 161091 162256
164921	37	6	135672 150655 154484 155163 158109
165927	17	5	144270 154515 157045 157085
165959	56	15	159089 160024
165961	41	12	159089 160024
165963	21	4	144270 151128 156964 157045 158109
166183	69	14	159089 160024
166562	34	7	160024 160917
166765	33	11	144270 147174 151128 154515 157045 158109
166802	24	4	150655 152162 158109 158983
167248	93	19	138090 138452 138990 140009 141934 143186 152937 153965 156464 156844 158196 161367
168266	667	135	161521 161542 161790 161839
170597	44	8	160024 161087
170611	24	6	135672 149554 155163
170641	9	4	117460 157045
170777	315	44	160024 160295 161082 161087 161675 161797 161841 162286 162516
170809	58	17	154125 154515 155163 158109
171195	9	4	134404 144507
171519	29	5	147174 153978 155163 158109
171727	30	7	147174 153978 155163 157085 158109
171749	184	46	159089 159198 159523 161783
171835	31	7	135846 146898 147063 150229 155163 160024
171903	27	5	137208 148549 151744 152928 157045 158109
172009	152	22	156781 157102 158109 158638 159517 160256 160805 161082
172105	19	4	86238 86298 87639 100766 106053 106184 110128 112676 119934 158109
172409	23	4	160024 161087
172429	23	5	142842 146898 152928 158109
172439	13	4	151334 155163 158109
172501	17	5	91163 98558 100766 130340 133607 156964 158109
172517	12	4	125809 155163 158109
172535	55	13	144270 147174 152928 153978 155163 157045 157388 158109
172577	163	27	158367 160024 160295 161087 161675 161841
172585	83	16	160024 161087
172587	107	19	160024 160295 162286
172589	86	18	160024 160295 162286
172637	41	7	160024 160295
172763	31	9	158794 160024
172793	54	13	160024 161087
172799	23	6	137208 152928 156964 158109
172819	20	4	132651 155163 158109
172909	52	10	129562 130340 133607 134307 135566 141582 144602 147174 150655 157085 157388 158109
173093	18	4	72315 77271 78093 98794 100766 101116 106053
173321	14	4	72315 77271 86788 112676 130340 140026 145672 146898 157045 158367
173351	47	14	160024 160295 161087
173369	574	58	159523 159597 159785 160256 160805 161091 161232 162016
173673	14	4	144270 146898 158109 160295
173687	37	7	158367 160295
173781	12	4	86238 86298 99801 146708 146954
173817	37	8	151152 155163 158109
173939	124	21	154515 155163 156254 156844 156896 159517 159704
174455	9	4	112676 117460 120948 146898 157045
174551	32	10	151334 152928 155163 157085 157388
175293	37	4	93104 100766 101116 106053 112676 121419 123398 134307 135566 137571 144602 156964 157045
175311	17	4	135672 150655 155992
175387	53	9	157388 160024
175397	49	9	160024 160295 161087
175401	13	5	157388 160024
176523	94	13	155495 156183
177497	273	34	160256 161091 161156 161211 162180
177689	824	133	161485 161841 162016 162271 162334
178827	465	49	161521 161835 162193 162305
179331	240	21	158321 158351 158798 159138 161113
179345	60	13	156781 157490 158109 161082 161091
179761	14	6	127380 160024 161113
180045	897	77	159241 159508 160256 161014 161091 161211 161232 161544 162016 162057 162067 162140 162153 162257 162271 162293 162334
181315	746	76	161897 161919 162016 162257 162271
182723	181	14	155973 157975 159198 162257
182825	260	26	159241 161211 162016
183087	43	7	151152 156781 158109 160007
189783	218	6	93494 93714 93737 93944 94334 97089 97594 98013 98035 98067 98078 98340 98662 98726 99302 100458 101489 102231 103258 103308 103680 104314 104908 104992 105613 105856 106094 106582 107681 108118 108723 109733 110103 111038 111065 112441 112461 113800 115963 117395 117737 118906 120295 120927 122968 123112 123131 123569 123754 124974 125550 126206 126363 126561 126637 126704 127380 127544 128484 130113 130174 130333 130340 131754 131981 132462 136247 136679 138633 138846 139140 139370 139785 140472 141114 141117 141625 141830 141877 142367 142734 143401 143847 144209 144223 145592 145672 145866 145963 146042 146703 146762 147049 147687 148091 148146 148490 148789 148940 149873 150055 151009 151621 151732 152371 152807 153154 153348 154545 154858 155102 155163 155378 155495 156781 156999 157183 158109 158205 158454 160256 161222
192379	425	7	153408 153670 153955 153983 154120 154515 154621 155378 155742 156048 156062 156063 156081 156480 157490 157513 157538 157607 157694 157743 157848 158028 158109 158321 158740 158771 159055 159144 159417 159523 159825 160030 160256 160473 160513 160538 160540 162257 162271 162286 162386 162534
136602	390	113	160141 160747
165669	46	11	141927 145866 148789 150010 154277 158044 161046
179749	153	25	158539 158706 159093 159597 160141 162516
179881	488	39	153242 153348 154515 154746 155025 155146 155778 156081 156480 157484 158028 158109 158454 159508 159927 160141 161232 161309 161835 162016 162055 162067 162334
188797	487	17	162124 162271 162293 162386
101296	126	43	157085 158028 159380 161157
132965	44	14	156480 159380 160809
135601	28	8	130333 133854 134681 145221 147369 152456 156433 156975
141422	233	51	155482 155680 155822 158028 158811 161841 162047
152131	12	4	102072 119682
2051	725	259	162047 162389
100062	36	13	157501 157975
100108	501	163	160007 161046 161121 161476 162326
100194	36	15	152318 153086 153718
100244	310	100	161544 161774 162047
100322	46	15	148695 152224 152883 153086 154462 158655
100326	190	66	159902 159927 160719 161157
100359	71	25	159517 160329
100469	102	35	158109 161928
100737	259	86	156523 157620 158109 161046 161917
100810	365	124	159093 159602 160747
100882	84	27	149221 152833
101076	878	263	161460 161990 162257
101097	53	20	148789 149279 153086
101137	236	77	159417 160809 160897 161675 161917
101168	9	4	107269 115907 128095
101283	377	136	161431 161629
101360	429	141	161917 162047 162257 162271
101612	268	87	159211 160141 160170 160809 160922 161115 161121
101741	637	207	161009 161232 161675 162047 162467
101761	120	45	158740 161544
101997	258	81	158109 162326
102066	154	52	158539 159709 161091 162235
102072	149	46	157501 157804 161115 162516
102088	195	68	160256 160747 161342
102160	119	41	158553 158772 161115 161157
102263	21	8	141263 144714 153086 160175 162047
102286	43	15	157484 158028
102682	36	12	156183 162047
103048	686	224	162210 162235
103055	179	56	161222 161342
103366	212	68	157804 158109 161121
103506	15	6	144270 156480 157490
103547	36	12	158109 160809
103819	40	13	153086 153276 160858
103849	187	51	161675 162047
104074	707	228	161192 162294
104078	283	97	162210 162271
104298	36	12	144714 153086
104390	27	10	150294 150655 153086 153192
104408	37	13	153086 155105 158109 160809
104431	48	19	158109 159711
104441	255	85	160858 161157
104736	98	34	159508 161917
104863	540	152	161458 161839 162055 162271
104881	428	132	161009 162047
104906	158	49	160256 160476
104925	513	167	162210 162428
104947	26	10	153086 156849
105133	45	14	153086 158109 160867 162047
105302	18	6	123711 140577 144714 153086
105855	38	12	153086 161046 161342
106138	26	11	153086 157426
106330	544	172	161561 161629 161917
106501	12	4	40804 61465 72315 115907 140577 144714 153086
106540	365	104	156175 156261 157490 160170 161121 161342 161917
106542	94	28	155083 156486
106785	440	133	161046 161917
106881	16	8	144475 147353
107361	15	7	140577 144714 153086
107436	110	36	157804 162047
107557	34	11	145866 153086 155724
107630	28	11	153086 154397
107702	176	57	157975 158109 160007 160858 160957
107756	71	21	159211 160747 162271
107769	155	56	156480 160809 161286
108243	44	13	144475 144714 153086 156048
108318	47	16	152431 152883 153086 156480
108506	22	9	138182 147135
108599	50	16	153965 154396 156486 157490
108949	147	46	156486 157719
109074	13	5	144714 153086
109157	139	40	157426 158028 158226
109183	40	14	152086 156486 160809
109187	535	154	161367 161544 161666 162047
109191	197	61	159417 160809
109243	234	74	159132 160747 160858 162271
109265	22	6	141927 144714 153086 160809
109295	30	13	144714 153086
109317	34	12	153086 153276
109376	83	26	156486 158947 162235
109489	18	5	123711 126637 127547 140577 144714 153086
109569	356	112	159508 161046
109576	44	15	151128 153086 160747
109607	48	13	153086 156480
109895	346	107	160747 160858 162271
109968	75	28	150748 160747 162235
110070	31	9	119078 119884 140577 144475 144714 151075
110322	111	30	156486 160908 162271
110426	40	13	144322 146708 148513
110453	308	95	158866 160957 161121 161342 162482 162516
110457	11	5	115907 140577 144714
110611	171	58	161406 161423
110750	77	28	159162 160220 162516
110826	114	33	161431 161917
110975	19	7	140577 144714 153086
111259	42	15	144714 153086 158028
111320	58	18	153086 155102
111373	42	11	153086 155105 156480
111375	227	70	155475 156081 158854
111447	12	5	144714 153086
111551	135	36	159093 162516
111630	41	14	159777 160195
111661	123	38	161560 162047
111663	109	32	146703 147232 147466 150562 153086
111815	19	7	126848 140577 144115 144714 146708 153086 154397
111856	33	11	146708 153086 154277 160809
111924	114	34	157804 158653 159683 162067
112277	37	14	146708 153086
112293	28	12	144714 153086
112497	245	75	157246 157552 158028
112625	18	9	144714 153086
112655	38	13	144475 158109
112727	186	61	157804 160007 161242
112767	63	17	161460 162271
112804	1073	308	161405 161542 162047 162192
112811	19	9	154125 154515
112895	66	19	159093 160747
112897	1064	319	162349 162386
112946	217	60	160256 160867 160889
112988	15	5	99091 109210 115907 130329 143000 145532 158551 161046
113035	25	8	137293 140577 144714 153086 158384
113186	30	8	140577 144714 153086 158050
113188	220	71	157804 159399 160867 162047 162271
113252	404	116	159639 160747 160809
113348	974	285	162257 162516
113453	663	196	161431 161629 161917 162334
113640	97	31	157804 158539
113696	71	22	160454 160747
113769	94	29	157804 160867
113771	35	11	119884 140577 144475 144714 153086 154396
114044	144	42	157804 159594 162047
114074	385	107	161458 162210 162271
114246	532	153	158727 161917 162482
114329	115	36	158050 160473 161046
114439	334	100	159417 159508 160886 160897 161431 161544 161928 162257
114453	16	5	127187 140577 144714 153086 155518
114601	343	94	159457 159816 159927
114659	36	10	140838 144475 145741 157333
114670	351	112	160141 160805 160863
114680	40	13	154484 156480
114704	61	15	148893 150031 153086 155146 162271
114818	163	48	156480 156486 160454
114856	16	8	129437 131429
114928	30	10	144714 153086
115216	164	49	158321 160256 162047 162482
115291	16	5	117232 140577 144475 144714 153086 153939 156372
115471	61	17	146708 153086 154396 156406
115534	241	70	158876 160007 160329 160809
115777	19	7	140577 144714 153086
115871	37	9	140577 144475 144714 153086
115887	10	4	120723 135048 140577 144714 153086
115907	11	4	147174 153086
115967	118	37	157085 158050 161089
116034	25	9	153086 160809
116317	19	6	130489 140577 144714 153086
116503	47	15	153086 154396 155105 155822 156486 160007
116608	14	6	140577 144714 153086
116831	24	9	147174 151683 152431
116859	44	13	153086 155163 157657 161458
116947	11	4	140577 144714 153086
116985	54	15	153086 158028
117065	27	11	124482 140577 144714 153086
117133	16	5	140577 144714 153086 158109
117308	45	14	153086 162482
117549	219	69	158539 160809 162055
117893	92	28	157484 160809
118082	429	125	159417 160281 160574 162055
118103	35	12	141927 144475 144714 153086
118117	24	8	153086 154277
118264	10	4	140577 144714 153086
118706	157	41	157804 157975 160897 162271
118922	33	8	86462 103611 112667 115102 115907 117549 119193 130164 140577 144475 144714 148787 153086 153300 154396 156480
118924	161	41	161841 162271
118970	82	22	158109 160867 162067
118972	26	8	140577 144714 148513
119169	11	6	124482 144115
119216	7	4	131429 158050
119629	19	6	119884 140577 144714 153086 154515 157316
119689	13	5	141927 144714 153086
119964	37	14	148789 153086 160858
120392	149	43	159302 161774
120637	308	84	161406 161675 161725 161928 162047 162271
120783	93	31	157804 158916 160972
120825	141	35	156480 157110 159437
120919	13	5	141263 144714 145741
121143	35	14	158727 160867
121167	12	4	103611 106550 115907 140577 144714 153086
121202	27	8	119884 125371 125773 140577 144714 153086 157958
121235	46	12	156523 157804
121243	16	6	144714 153086 154846
121253	62	14	154277 156523 157426
121269	18	5	75309 103611 115102 115907 120657 134538 140577 144714 153086 160809
121284	15	5	140577 144714 153086 157426 159417
121314	28	10	147174 153086 157246
121330	27	9	109090 115102 115907 123711 140577 144714 153086 154509
121483	33	11	148647 153086
121787	12	4	78438 93615 115907 123711 140577 144714 153086
121790	17	6	147677 153086
122031	14	5	152224 153086
122041	18	7	119000 138863 140577 144714 153086 153276
122048	14	5	148173 153086
122940	88	30	153086 153276 153786 156480 156486 158226
123200	56	19	156239 160809
123288	91	29	157246 160809
123571	54	18	154484 154515 158109
124300	17	5	101378 109090 112321 115907 140577 144714 153086 160809
124859	245	61	158492 160867 160897 161928
125545	22	5	124482 126848 133761 140577 144115 144714 148098 153086 157140
126393	23	8	146708 156372
126550	21	7	152224 153086 154737
127088	33	12	140577 144714 153086 157426
127090	18	6	140577 144714 153086
127096	570	160	161091 162424 162482 162516
127136	223	56	156480 156486 158028 158050 158083 158226 158336 158606 159437
127138	25	7	153086 153276 156090
127208	61	17	153086 158894 161046 161143 162271
127216	26	7	144714 153086 158898
127218	141	33	157804 157830 158028 158050 160233 162334
127321	78	27	155512 155822
127974	26	8	147677 153086
128099	76	23	150655 151017 153086 153718
128488	214	62	150127 150205 151077 151125 152875 153086 153517 154562 155533 156372 157620 158109 160007
128520	375	104	161431 161917 162334
128898	15	5	117805 131429 140577 144714 153086 158050
128975	311	83	159291 160501 160747 162271 162334
129233	16	6	140577 144714 153086
129372	55	20	157804 161286
129397	47	17	158999 162047
129428	244	69	158050 160096 161342 161704 161841 162516
129707	182	59	157804 158109 159437 160858
129781	54	15	158811 161458
129845	20	9	140577 144714
129937	568	141	161431 161528 161907 161917
130044	48	18	146703 153086 155105
130052	88	24	153086 153242 154277 155105
130083	72	22	157085 158083
130087	272	78	160326 161046
130442	25	8	131347 140577 140838 144714 146058 146224 153086 156480
130448	328	91	160329 160747 161640 162467
130458	18	7	148789 153086
130496	142	38	158044 160772
130642	95	30	157804 160761 161406
130684	138	37	158539 160747 162047
131170	120	37	158727 159639 160501
131258	16	8	146762 153086 159927
131270	57	19	157467 160809
131433	53	16	140885 144714 153086 158109 162047
131439	120	35	156480 159557 159902 161046
131444	43	14	153086 153192
131446	54	13	153086 153192 153969
131448	16	6	153086 161046
131451	45	17	142567 144475 144714 153086 159437
131453	32	9	153086 155105 156975 162047
131457	26	8	135672 140577 144115 144714 153086 156480
131464	41	9	153086 154484 155105 160809
131470	48	11	148401 153086 154277 154396
131472	11	4	99801 115907 140577 144714 146708 153086
131474	33	10	152224 153086
131476	13	5	131791 140577 144714 153086
131478	21	7	157804 159437
131480	30	7	157804 160897
131796	376	98	158740 161544 161776 162482
131820	15	5	152224 153086
132056	52	13	144714 153086 158050
132106	14	4	145307 145989 153086 157426 158811 160747
132128	118	35	158986 162047
132130	31	10	157975 162047
132136	19	6	140577 144714 153086
132157	293	76	157948 158044 158384 159674
132652	50	14	141911 144475 144714 153086 155105
132979	29	9	154484 158727
132991	35	13	146708 153086
133347	23	7	146708 153086 158050
133377	152	40	157804 158109 159806 162467
133545	81	23	157804 158044
133689	17	6	133122 140577 143337 144714 145888
133703	21	7	147174 153086
133731	27	7	153086 156480
133753	24	8	140577 144714 147893
133782	156	43	159093 160867
133867	99	26	156357 156372
134013	17	6	142567 144714 153086
134204	67	22	158727 160897 161675
134246	132	38	161431 161544
134851	56	16	147952 150395 153086 158028 158050 158978
134945	44	15	153086 156975
135137	1038	278	162305 162334 162467
135597	27	10	144270 144714 153086 156975
135599	23	6	109090 115907 117657 123689 123711 140577 144714 153086 156975 162047
135889	52	15	153086 156975
135989	10	4	75309 106444 115907 140577 144714 153086
135991	26	9	144714 153086
136636	23	6	124482 128599 140577 144714 146058
136652	13	5	123711 140577 144714 153086 158050
136656	36	11	153086 158894
136698	27	10	161460 161917
136784	19	6	140577 144475 144714 147466
136798	51	15	155074 156486
136834	8	4	142793 162047
136920	17	5	152224 153086
