164179	10031	2175	162335 162349 162400 162424 162428 162482 162501 162516 162534
166528	6801	1487	162448 162482 162516 162534
166635	3148	632	162335 162349 162428 162516
168252	6715	1377	162457 162516 162534
168612	1651	292	161835 162074 162153 162286 162334 162349 162386 162534
171763	4101	715	162335 162349 162366 162400 162424 162534
175197	599	90	161367 161477 161835 162016 162074 162334 162516
176101	1801	262	162102 162124 162140 162257 162286 162294 162334 162349 162358
176371	5106	675	162180 162193 162230 162257 162271 162286 162294 162305 162334 162349 162358 162424 162516 162534
179819	3295	419	162335 162349 162419 162424 162516 162534
182823	901	94	161288 161460 161477 161606 161841 162153 162257 162286 162297 162334
187541	2856	84	162335 162349 162394 162448 162457
187593	4239	176	162221 162227 162257 162286 162293 162305 162335 162349 162358 162366 162386 162394 162457 162516 162534
1036	28302	11008	162532 162533
1220	16478	6330	162533 162535
1265	29699	11558	162534 162535
1278	12593	4803	162516 162519 162529
1288	13367	5069	162509 162529
103341	3219	1031	162386 162428 162516 162521
106916	3956	1264	162502 162516
111781	3894	1031	162349 162424 162467 162516
115122	2175	665	162140 162180 162271 162334
115149	6235	1867	162386 162424 162453 162482 162516
119145	9249	2669	162457 162467 162512 162516 162521
122904	13658	3520	162457 162469 162502 162512 162515 162516
127098	1096	200	161841 162055 162241 162334
138036	3254	879	162426 162516
142115	553	159	161269 161737 161841 162305 162394
148426	26	10	154044 162235
152081	8570	2127	162448 162516
156706	116	28	156486 158351 160858
159817	1707	417	162193 162286 162294 162305 162394 162516
168248	2872	607	162221 162271 162286 162293 162328 162334 162349 162386 162424 162482
171011	1119	193	162286 162305 162394 162516
173145	1355	216	159523 159745 160749 160793 161009 161091 161232 161561 161606 161720 161835 161897 162016 162067 162193 162257 162349 162424 162457
174055	4060	626	162214 162219 162257 162271 162286 162294 162305 162328 162334 162349 162386 162400 162424 162482 162534
179401	1713	187	161389 161460 161560 161835 162016 162019 162025 162067 162219 162271 162305 162394 162457
182715	2005	207	162335 162349 162400 162516 162534
189333	1543	53	159055 159144 159417 159474 159498 159508 159917 160473 161047 161091 161188 161222 161251 161288 161389 161460 161560 161675 161749 161835 161897 161919 162124 162153 162193 162219 162257 162271 162286
19	18497	6733	162516 162524
104	15913	5977	162513 162516 162518
113	945	247	162047 162416 162459 162479 162504
122	3294	1006	162245 162276 162336 162365 162411 162507
141	18934	5895	162512 162518 162529
147	3413	1292	162484 162531
153	28278	8925	162533 162541
170	6444	2400	162499 162512 162516
191	1411	460	162296 162361
216	7420	2825	162516 162537
218	3660	1010	162416 162450 162491
219	540	171	160836 161034 161160 162239
224	7152	2296	162480 162491
231	27671	9623	162508 162509
235	13549	4786	162495 162513 162516 162519 162529
1016	1206	416	161315 161383 162516
1042	6501	2427	162478 162529
1047	6946	2573	162516 162519 162528 162529
1061	7056	2620	162508 162516
1073	23504	8778	162533 162537
1093	6084	2269	162516 162519
1097	27691	10757	162530 162535
1120	7178	2730	162520 162529
1194	2068	778	162516 162529
1234	12732	4892	162532 162533 162537
1235	6606	2475	162516 162529
1290	1960	720	162416 162524 162529
1344	3425	1243	162484 162519 162529
1357	6355	2346	162478 162514 162518
1380	12906	4926	162516 162517 162524 162529
1407	13493	5181	162495 162516 162519 162528 162529
1409	4905	1826	162512 162529
161	20956	5983	162508 162516 162531
1183	12448	4591	162538 162539
1203	12600	4931	162481 162516
1466	8987	3479	162446 162459
1704	30415	11814	162538 162541
1951	1864	661	162126 162198
10	25008	8464	162516 162519 162528
17	17738	5878	162508 162516 162524
165	30070	10056	162519 162528 162529
185	21313	6291	162512 162516
232	4976	1763	162508 162516 162529
11	15314	5155	162512 162529
16	15041	5711	162508 162513 162516
18	4589	1646	162516 162529
21	20142	6611	162512 162516 162519 162529
103	999	243	162047 162145 162454 162479
112	10034	3237	162519 162528 162529
125	2845	1015	162516 162519
145	10514	4016	162516 162519
163	11798	4434	162521 162528 162529
180	6651	2543	162488 162516
198	7412	2693	162521 162529
201	303	102	160540 160882 160978 161160
207	4583	1447	162516 162537
209	616	208	162047 162387 162516
223	19657	7574	162493 162529
225	11226	2315	162436 162450 162454 162491 162507
237	5499	1451	162387 162421 162479 162504
1012	2768	1001	162495 162516 162524 162529
1020	5398	2080	162495 162516
1022	7521	2936	162524 162529
1029	7295	2814	162533 162541
1032	6626	2559	162495 162516 162519
1049	4067	1491	162516 162519 162529
1092	8972	3434	162508 162516
1101	16507	6348	162533 162539
1129	7592	2843	162516 162519
1207	12754	4919	162484 162529
1242	9677	3632	162530 162535
1258	23228	9103	162520 162529
1259	18214	6948	162533 162541
1282	9900	3776	162520 162529
1358	10715	3947	162516 162518
1370	13291	5126	162519 162528 162529
1385	5010	1904	162516 162528
1391	14397	5509	162534 162539
1429	2788	982	162495 162514
1438	4792	1816	162218 162529
1440	575	212	160844 162093
1479	6309	2368	162521 162528
1552	12115	4636	162521 162528
1573	16420	6240	162495 162516 162519 162528
1597	8449	3229	162442 162519
1600	576	198	160622 162068
1603	2591	956	162105 162519
1614	3744	1333	162484 162487
1616	3227	1158	162093 162516
1617	23131	8612	162533 162539
1625	14761	5707	162495 162516
1645	10699	4163	162495 162516
1717	5632	2168	162386 162393 162421
1721	29787	11545	162530 162539
1729	10034	3835	162493 162509 162514
1747	8330	3067	162521 162528
1777	11362	4279	162516 162524 162528
1783	1085	327	161928 162075
2	19950	7507	162520 162529
105	7998	2767	162508 162516 162529
116	821	254	161825 162145 162212 162479
158	10826	3895	162512 162517 162519
168	10085	3436	162516 162528
1005	1559	595	162495 162516 162537
1007	1482	519	161714 161934 162091 162093
1008	629	214	161995 162250
1010	2030	711	162495 162516 162535
1011	1253	450	161506 161934 162061
1013	3485	1319	162516 162524
1014	1301	474	162495 162535
1015	2855	1086	162343 162529
1017	2616	973	162250 162529
1018	997	348	162516 162535
1019	4802	1794	162516 162529
1021	2744	1043	162251 162271 162292
1023	2635	970	162516 162524 162529
1028	12041	4655	162530 162535
1030	2487	910	162495 162512 162516
1031	3325	1246	162516 162529
1079	15960	6037	162516 162524
1084	7788	2875	162516 162529
1090	13498	5199	162533 162539
1100	4217	1622	162330 162362 162404 162416 162479
1124	3657	1339	162416 162445 162493 162509
1125	4082	1520	162347 162389 162445 162465 162504
1126	2454	892	162321 162368
1135	3161	1113	162480 162493
1204	10624	4097	162486 162508 162516 162519 162529
1219	17789	6858	162516 162519 162529
1225	17004	6510	162530 162535
1247	15101	5825	162530 162535
1262	8890	3448	162508 162516
1266	11954	4548	162508 162516 162529
1298	5079	1961	162452 162475
1307	18782	7175	162509 162529
1321	6094	2308	162508 162516 162519 162529
1322	231	82	161597 161807
1326	473	174	161795 162282
1327	2388	892	162229 162342
1328	212	75	159059 161273
1333	9342	3632	162484 162519 162529
1343	7427	2837	162516 162529
1345	7278	2821	162520 162529
1347	6320	2471	162516 162529
1350	4642	1782	162473 162529
1367	7188	2751	162520 162540 162541
1371	7597	2893	162512 162517 162519
1372	8481	3165	162521 162528 162529
1373	5749	2160	162516 162517 162519
1375	8566	3218	162516 162517 162519 162529
1378	5245	1985	162493 162529
1379	2409	875	162516 162519
1381	2870	1070	162231 162387 162484
1387	19236	7413	162509 162529
1388	3617	1342	162494 162495 162516
1389	1597	570	161147 162145 162342
1394	12968	4798	162508 162516 162519 162529
193	6287	2167	162508 162516
1186	5514	2045	162516 162529
1962	6965	2606	162481 162524 162530 162535
2085	6878	2620	162516 162519
2094	5545	2009	162368 162519 162528
20	3425	1168	162282 162292 162365 162391 162411 162479
22	8263	2782	162480 162507
101	3517	1378	162508 162516
140	4410	999	162039 162145 162377 162388 162407 162454 162459 162479 162504
160	12680	3885	162481 162504
175	3915	1491	162265 162403 162465 162478
176	1925	681	162403 162450
186	9535	2982	162481 162507
203	4585	1447	162390 162416 162504 162507
215	5155	1988	162495 162516
222	4951	1545	162484 162529
1025	4633	1799	162519 162529
1027	6398	2503	162486 162488 162495 162516
1034	1289	450	161212 162068
1041	4681	1596	162445 162478 162516 162529
1043	993	351	162231 162416 162529
1057	2696	974	162340 162516
1059	8487	3255	162495 162512 162524 162529
1060	7895	2976	162484 162519
1091	4063	1527	162516 162535
1188	6103	2175	162524 162529
1212	5874	2259	162480 162529
1215	10077	3799	162516 162519 162529
1223	6237	2396	162390 162441 162484
1230	13446	5044	162533 162541
1231	6211	2278	162508 162516 162529
1243	3376	1228	162443 162451 162473
1244	6969	2577	162516 162529
1249	7240	2764	162516 162528 162529
1261	6460	2499	162519 162529
1267	7345	2712	162510 162516 162529
1269	5644	2086	162516 162529
1285	9016	3378	162516 162529
1330	752	273	161798 161886
1339	7934	3036	162516 162519
1361	1359	498	162313 162516
1363	1462	455	161735 161939 161952 162145 162375
1396	9916	3660	162516 162523
1405	6971	2640	162520 162529
1411	4548	1704	162498 162510 162512 162518
1441	4736	1763	162484 162529
1449	4765	1784	162495 162516
1461	2056	763	162387 162421 162516 162529
1474	1462	544	162421 162529
1476	4617	1676	162358 162382 162396 162416 162478
1487	1283	456	161816 162170
1499	4767	1835	162516 162525
1500	11612	4304	162516 162519
1513	6454	2396	162495 162516 162528
1515	2875	1084	162245 162379 162495 162516
1517	18345	6993	162521 162523
1518	2607	893	162047 162092
1522	29	13	156480 159620 161196
1526	640	226	160844 161876
1534	95	38	160747 161283
1541	1750	631	161955 162039 162201
1544	12719	4901	162495 162516 162519
1586	5429	2045	162516 162519 162528
1596	428	138	160363 160903 161241 162068
1635	4496	1620	162458 162478
1641	12740	4696	162508 162509 162516
1642	569	180	161486 161532 161818 161934 162051
1643	2198	694	162271 162416 162445
1644	6040	2339	162495 162516
1654	523	180	161928 161934 162250 162312
1665	2938	1142	162385 162472 162475
1673	11424	4334	162495 162516 162519
1680	5506	2064	162516 162524
1760	2147	814	162358 162487
1784	19018	7251	162524 162528
1816	602	190	162047 162403
1827	853	295	161938 162306
1836	1326	422	162271 162403 162465
1855	645	223	162387 162416 162537
1876	9714	3678	162495 162516 162519 162528
1884	8277	3238	162488 162520 162521
1895	2589	954	162271 162516
1914	2363	703	162271 162416 162478
1917	18344	7025	162523 162537
1947	7053	2644	162521 162524
1955	4216	1558	162508 162516
1961	22498	8684	162533 162535
1963	2003	692	162480 162516
1967	7169	2723	162368 162537
2000	15700	5931	162499 162508 162509
2003	9588	3639	162495 162516
2004	3801	1447	162473 162516
2005	9527	3698	162484 162519
2042	1997	747	162498 162516 162537
2052	2221	858	162394 162495
2054	13444	5031	162521 162535
2059	3097	1201	162495 162516 162528
2065	3508	1147	162508 162516
2071	1136	372	162271 162516
2082	3676	1407	162484 162537
2084	877	317	161083 161354 162072
2087	6345	2417	162261 162262 162312
2096	5614	2155	162524 162537
2100	9628	3468	162516 162517 162519 162535
2108	5894	1942	162480 162530
2112	2315	696	162416 162478
2124	7043	2683	162522 162541
2133	3866	1368	162527 162535
2137	4661	1731	162516 162524
2144	7398	2769	162516 162524
2145	5905	2195	162511 162516 162524 162537
2149	586	180	162235 162516
2174	17284	6567	162534 162541
2193	7681	2875	162484 162512
2245	3979	1367	162390 162445 162493
2248	7556	2733	162511 162516 162524
2249	1535	497	162495 162516
2252	1402	445	161339 161446 161748
2253	3085	1119	162495 162516
2279	2167	805	162495 162516
2291	19303	7416	162495 162516
2302	11673	4322	162516 162517 162528
2318	3692	1374	162281 162387 162445
2321	11489	4252	162516 162519
2327	630	215	160329 160430 161726 162043
2336	7394	2618	162495 162524
2356	1022	325	162387 162445
2369	4549	1472	162144 162445 162493 162516
208	24391	8193	162533 162541
1359	3058	1174	162458 162459
1377	10838	4154	162508 162516
1562	7836	3028	162533 162541
1921	7938	3059	162488 162516 162519
2046	4235	1545	162488 162495 162512
2060	2098	804	161660 162421 162445
2141	3937	1452	162516 162519
2142	1851	691	162387 162512
2232	5794	2257	162192 162218
2288	8809	3395	162495 162516 162519
2296	1823	680	162358 162495
2366	5535	1981	162495 162516 162519
1103	4720	1788	162494 162516 162529
1189	2312	837	162516 162529
1594	2147	694	162271 162324 162387 162403
1608	12068	4600	162495 162516 162519 162528
1918	7174	2734	162416 162516
2153	2203	809	162165 162282 162376
2165	819	244	161586 161826 161883 161910 162093 162465
1193	28228	11003	162520 162521 162525 162529
2023	8647	3292	162516 162519 162525 162528
103335	4137	1260	162286 162294 162300 162311 162334 162423 162467 162516
1094	9863	3468	162516 162539
1218	2289	838	162516 162519
1304	12716	4706	162509 162529
1663	6692	2476	162527 162530
2006	11489	4357	162495 162510 162516 162519 162528
2167	10584	4063	162516 162519
2353	12847	4870	162521 162528
123	2096	814	162163 162399
1281	3437	1337	162508 162516 162529
1566	5494	2118	162520 162537
1690	9369	3613	162488 162510 162516 162519
1809	840	321	161802 161964 162093
1911	5774	2193	162495 162516
1954	13887	5294	162480 162519 162530
2010	4940	1867	162484 162516
2020	6242	2158	162508 162510 162516
2080	8762	3317	162516 162519
2313	5733	2158	162480 162484 162493
101962	645	197	162067 162193
102995	8	4	84692 114832
103525	27	11	140577 140862 144714 153086 158109 161251
103549	120	40	161113 162067
103624	434	140	161720 162271
103984	747	230	161841 162047 162271
104283	1175	367	161919 162047 162067 162193 162296 162300
104908	699	223	159969 160747 160805 160809 162055 162467
105703	49	17	159302 161560
106163	82	25	157467 159380
106696	6784	2087	162394 162424 162426 162453 162467 162512 162515 162516 162521
107306	19	6	148614 154746 160972
108056	37	9	146325 147232 154746 156738
108977	143	45	153042 157494 159284 159674
109000	16	7	144171 146525 150005
109241	20	7	128144 130110 146525 147952
109364	38	11	142013 149061 150805 157154
109633	396	122	162047 162052
109848	1395	430	162424 162516
112183	6944	2088	162457 162482 162516 162521
112512	53	17	156480 158371 158514 160617
114552	603	181	162305 162467
114554	499	169	162193 162534
114627	105	37	160024 160256 160858 160867
115231	868	246	162235 162334 162516
116136	199	57	158638 159695 160574
116905	157	50	161091 161198 161341 162300
117176	4816	1366	162314 162452 162482 162516 162521
117438	356	105	162193 162235
118466	86	28	151683 152292 152816 160256
118702	704	194	159639 160413 160548 161079 162516
121302	21	7	160256 162047
122884	427	117	160477 160805 161640 162055 162174 162467
126090	255	78	162286 162516
126584	42	15	156480 157501 159198
130644	25	7	117395 117596 133451 135150
132169	18	7	125371 135179 153192 157246 160809 162047
133832	152	43	157804 159093 159437 160809
134370	8	5	147649 162047
135456	201	63	161477 161783 162286
139859	89	26	156796 157275 160858 160886
140106	79	20	156480 158727 159745 160256 162271
140807	19	6	125371 127852 132239 136617 142476
140809	23	7	108795 112799 113002 132239 134386 136617 139738
140811	20	5	94407 98724 101305 113002 127852 132239 136617 139738 142476
141432	54	19	157975 160256
142450	65	19	159482 160445 161198
142452	86	24	159482 160445
142566	21	7	150751 153300
142843	37	14	137571 145014 153192
146656	1869	472	162386 162516
148172	543	124	158945 159417 159639 159806 160205 160730 161046 161888
148466	21	8	135672 153192
148468	16	6	130333 135672 148729
148470	14	6	130333 153192
148472	11	4	92084 98694 104042 109922 153192
148474	15	5	92084 98694 104042 109922 126132 133451 153192
149144	9	4	107030 144322
149146	9	4	117950 142682 144322
1276	9427	3554	162484 162529
2001	11037	4102	162495 162516
14	5252	1335	162494 162516 162529
144	3760	1242	162465 162479
156	1439	426	161351 161553 161658 161922 161949
194	4913	1683	162465 162478 162479
1050	1435	466	162271 162429
1082	1533	536	162472 162529
1095	5159	1933	162445 162480 162481 162509
1104	5069	1901	162480 162529
1131	2630	970	162498 162516
1132	2463	854	162498 162514
1147	3112	1089	162480 162484 162516
1172	7742	2945	162516 162529
1185	4505	1659	162494 162510 162516
1228	8588	3297	162449 162478
1251	2775	1055	162445 162516 162529
1292	5253	1918	162480 162529
1300	2843	989	162484 162529
1395	1891	598	162387 162445 162493
1404	554	178	162047 162145
1569	8407	3160	162484 162487
1701	2668	883	162287 162387
1719	3143	1028	162445 162516
1726	1793	695	161704 161714 161818
1794	1072	258	162473 162478
1810	3298	1081	162416 162493
1834	3824	1215	162472 162474 162493
1835	4252	1648	162452 162516
1840	1379	485	162482 162484
1857	194	61	161586 162093
1875	871	272	162271 162282
1883	4262	1350	162472 162478
1885	3677	1088	162380 162445 162465
1894	4116	1557	162416 162535
1904	786	253	161478 162093 162403 162445
1912	6517	2233	162508 162516 162519
1945	5011	1848	162390 162403 162445 162478
1948	1149	334	162271 162343
1958	4264	1437	162508 162516 162524
1959	4180	1454	162291 162403
1965	5225	1764	162488 162493
2002	7592	2879	162519 162528
2025	1958	719	162296 162416 162445
2058	7570	2823	162481 162519
2064	6096	2112	162516 162519
2109	5732	2148	162416 162445 162465
2116	4195	1555	162516 162519
2146	2732	962	162416 162493
2155	1564	519	162072 162282 162421
2166	862	257	161508 161883 161914 162011 162093 162170
2231	5545	2116	162466 162476
2236	1468	509	161383 161855 161879 161886 162243
2240	1356	428	162126 162211 162516
2243	5085	1483	162464 162473 162478 162516
2262	2027	602	162387 162445 162478
2269	2527	936	162339 162442 162465 162493 162516
2272	750	242	161340 161419 162093
2289	6689	2081	162516 162519
2301	3590	1342	162358 162478 162493
2310	836	276	161113 161147 161564
2333	3867	1185	162271 162291 162298 162403
2334	2605	911	162334 162495 162516 162519
2340	4869	1914	162424 162465
2352	5683	1841	162508 162516 162535
2357	2035	682	162313 162379 162403
2370	833	241	161083 161349 161596 161934 162093 162516
2078	8162	3131	162262 162312
159	2022	626	162465 162479
196	11429	3960	162495 162507
229	2035	655	162516 162529
1037	5531	2041	162488 162516 162517 162519
1969	1894	691	162165 162473 162516
1991	2103	796	161988 162072 162225 162265
1033	3715	1445	162516 162529
1931	1587	534	162271 162416 162484 162493
1952	5508	1943	162508 162516
2067	4848	1753	162480 162539
1464	3572	1415	162488 162516
2311	3586	1252	162484 162516
1354	3008	1134	162296 162306 162445 162475
1619	3886	1487	162503 162533
2125	4825	1827	162498 162516
1078	3030	1084	162480 162504
1453	1297	484	161757 161853 161905
1459	2996	1077	162402 162516
1694	2551	789	162516 162535
1939	1637	574	162157 162322
1953	7370	2688	162444 162445 162472
2018	6337	2410	162262 162312
2072	2754	1051	162522 162527 162541
2314	560	183	160938 161486 162222 162306 162403
1707	2392	922	162495 162516 162519
1739	511	192	161722 161826
160980	1785	362	162286 162294 162516
162602	966	184	162293 162294 162334 162516
164909	3744	785	162349 162358 162386 162424 162516
166486	452	87	161743 162055 162271
168326	1450	222	161835 161897 161919 161953 162271 162334
164	3687	1211	162516 162529
1177	1555	516	162243 162529
1199	12207	4714	162521 162529
1353	1800	605	162231 162529
1209	4296	1676	162508 162516
1263	9030	3535	162480 162509 162516 162529
104879	4867	1533	162349 162358 162400 162424 162501 162516
112290	3664	1010	162286 162349 162452 162482 162516
2278	8521	3186	162521 162528
162	4905	1754	162516 162529
1245	4995	1931	162480 162493
1589	4092	1515	162480 162509
1382	844	303	162007 162092 162145 162479
1408	9893	3698	162524 162528 162529
1604	658	239	162495 162516
1754	3234	1178	162387 162402
1769	2273	798	162516 162519
1792	3924	1458	162495 162516
1801	5000	1912	162521 162528
1833	2115	761	162387 162519
1858	1119	378	162495 162516
1866	1426	477	162495 162519
2013	4241	1438	162508 162509 162516
2126	3912	1420	162477 162516 162519
2170	812	286	161826 162387 162449
2344	1458	432	162508 162509
2347	558	173	161710 161910
2363	2036	656	162347 162379 162422 162445
2365	748	239	162321 162324
2367	2348	820	162072 162093
1892	3567	1312	162349 162402
2348	2069	666	162358 162445 162493
1224	3731	1330	162516 162529
1253	5026	1890	162481 162519 162529
1297	3520	1297	162498 162516 162529
1639	11273	4195	162516 162519
1689	1706	616	162334 162495 162516
1956	3737	1223	162494 162516
